Ord_id,Prod_id,Ship_id,Cust_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin
3809,6,5284,1331,192.54,0.08,40,-186.73,7.44,0.36
3874,4,5369,1331,4488.2635,0.06,27,750.55,5,0.59
3853,2,5341,1331,375.74,0.05,25,-9.31,6.75,0.52
3884,5,5383,1331,262.29,0.09,15,7.26,5.03,0.54
3809,3,5283,1331,523.42,0.06,44,39.42,5.63,0.4
3932,17,5461,1331,12343.07,0.02,25,3972.72,69.3,0.37
3847,8,5334,1331,865.21,0.07,42,-42.1,5.99,0.65
1860,8,2554,654,2925.78,0.03,29,1041.29,7.18,0.4
2024,9,2768,706,29.06,0.1,2,-16.15,6.97,0.35
1920,5,2632,706,3685.38,0,21,1040.62,13.99,0.75
2052,13,2805,706,80.33,0.01,27,2.49,0.96,0.58
1671,2,2309,574,700.95,0,14,233.8,5.1,0.46
1671,9,2310,574,159.74,0.08,41,-9.14,2.5,0.39
1920,17,3108,852,20329.8,0,19,9224.1,13.99,0.36
2221,5,3020,852,455.93,0.02,36,83.51,4.98,0.48
2276,1,3107,852,170.35,0.03,10,-39.92,8.34,0.59
4550,8,6333,1536,1296.46,0.01,31,376.47,1.99,0.54
4479,15,6238,1536,4550.06,0.1,50,-1335.32,58.2,0.58
2615,8,3579,427,221.66,0.08,37,-95.17,3.85,0.68
1102,8,1522,427,54.8,0,5,-15.3,1.99,0.43
1102,13,1523,427,1038.19,0.07,40,230.69,4.08,0.57
2667,8,3653,427,33.99,0.09,7,-25.86,2.39,0.72
2595,6,3554,478,1441.61,0.06,38,624.84,5.08,0.38
2686,4,3677,478,2738.785,0.07,29,556.83,2.5,0.58
2724,3,3733,478,123.95,0.01,22,2.42,2.99,0.38
2647,6,3621,478,136.24,0.03,22,-96.22,7.96,0.36
1268,3,1753,478,103.72,0.02,17,-72.06,6.98,0.39
2686,6,3678,478,195.11,0.04,28,-129.42,8.73,0.37
2647,2,3620,478,340.97,0.07,33,-22.82,3.99,0.58
2581,11,3536,478,11230.25,0.07,42,-679.04,35.67,0.66
2686,8,3677,478,157.13,0.07,20,-46.89,2.38,0.74
1268,5,3820,478,308.64,0.03,15,91.08,6.38,0.56
1268,5,1753,478,185.15,0.09,4,10.2,34.2,0.73
2634,6,3604,478,838.81,0.09,16,290.77,6.79,0.37
2686,5,3678,478,217.42,0.09,30,16.97,4,0.42
2607,4,3568,479,766.9635,0.05,45,-88.25,2.5,0.81
2758,13,3784,479,138.45,0.03,45,24.34,0.7,0.58
1279,6,1765,479,59.03,0.04,11,-25.21,4.86,0.38
5499,15,7687,1829,978.4,0.07,38,-211.58,14.36,0.6
3024,4,7691,1829,5347.9875,0.01,31,1332.44,4.2,0.59
5499,4,7688,1829,5126.418,0.03,47,1557.64,2.5,0.6
3024,6,4195,1131,169.48,0.08,40,-134.76,5.68,0.4
3017,8,4182,1131,87.11,0.08,12,-43.65,3.52,0.68
3015,15,4177,1131,8937.38,0.01,17,2383.42,26,0.6
3015,5,4178,1131,108.85,0.08,11,10.58,6.02,0.48
3024,8,4195,1131,1541.92,0.03,38,-564.06,19.99,0.77
3015,13,4179,1131,157.47,0.09,49,8.07,0.98,0.59
1060,5,1465,405,691.09,0.08,9,364.03,19.99,0.43
1060,13,1466,405,713.7,0.02,33,176.09,2.87,0.55
1177,6,1623,450,79.25,0,9,-13.25,5.83,0.36
2098,3,2870,801,446.04,0.01,39,59.04,5.14,0.36
2098,11,2871,801,18421.2,0.06,46,-969.05,42.52,0.71
2128,6,2904,801,43.55,0.1,5,-3.64,2.15,0.4
2487,7,3406,794,76.48,0.09,36,3.23,0.78,0.52
2087,4,2856,794,1497.7595,0.04,50,483.66,1.1,0.55
2457,5,3369,794,236.28,0.05,50,-34.06,3.05,0.52
2487,11,3407,794,373.27,0.05,2,-433.29,29.21,0.76
2457,5,3368,794,43.9,0.06,6,12.74,4.95,0.37
2108,4,2883,794,931.1495,0.06,10,-128.83,2.5,0.57
2445,5,3353,794,929.81,0.09,50,-188.41,11.17,0.6
2087,16,5481,1362,75.03,0.02,22,-31.52,1.92,0.84
2526,16,3459,932,259.25,0.1,46,-64.03,3.6,0.56
2417,14,3315,932,9695.84,0,16,2752.11,24.49,0.37
2389,16,3277,932,230.77,0.09,29,-146.24,7.77,0.55
2466,3,3378,932,443.73,0.01,28,-200.86,15.09,0.39
2389,1,3278,932,507.58,0.01,31,-131.59,10.68,0.58
2417,13,3315,932,777.78,0.01,39,237.75,4.1,0.44
2387,5,3275,932,1053.74,0.07,33,359.53,7.09,0.49
2338,14,3208,932,2119.67,0.07,3,-2314.74,24.49,0.41
2339,5,3209,932,80.6,0.04,14,-4.2,3.96,0.54
2338,3,3207,932,10.58,0.05,3,-11.58,4.77,0.4
2417,6,3315,932,246.79,0.01,36,-90.08,6.6,0.37
2338,17,3207,932,45923.76,0.07,7,102.61,24.49,0.39
4618,2,6430,1575,203.35,0.08,35,-1605.73,49,0.6
4806,16,6699,1575,23516.31,0.09,29,1094.74,24.49,0.83
4618,3,6431,1575,44.52,0.03,18,-90.59,6.05,0.37
4618,1,6432,1575,58.9,0.03,5,-36.9,9.45,0.6
4618,4,6430,1575,602.4205,0.09,13,10.98,1.25,0.55
4806,3,6698,1575,34.29,0.05,6,-6.82,2.99,0.37
1817,9,2510,624,168.95,0.1,18,-15.9,5.76,0.35
1817,6,2621,662,342.27,0.09,8,-17.68,19.99,0.36
1875,8,2575,662,1895.55,0.06,46,807.62,1.99,0.42
1817,16,2621,662,577.95,0.07,39,-86.43,7.42,0.56
4580,6,6374,1558,343.94,0.02,50,-157.4,7.37,0.37
4598,6,6395,1558,325.33,0,41,-41.75,5.83,0.36
2764,6,3793,1013,263.37,0.04,36,-5.68,4.23,0.39
2616,11,3580,1013,6170.02,0.03,33,-433.29,29.21,0.74
2620,5,3585,1013,3436.9,0.03,36,-398.11,39.61,0.67
2764,3,3792,1013,6559.01,0.1,40,2307.57,19.99,0.39
5246,6,7327,1760,167.23,0.05,25,-43.17,5.41,0.37
2896,5,7240,1760,87.09,0.1,3,-42.73,7.87,0.54
5218,13,7291,1760,95.43,0.06,37,-103.96,4.28,0.44
5236,13,7314,1760,148.8,0.04,22,52.08,1.22,0.4
2896,6,7240,1760,196.1,0.07,42,71.65,0.88,0.39
5236,12,7315,1760,19.46,0.01,3,-2.01,0.5,0.39
5236,2,7314,1760,1477.63,0.04,35,387.56,4.62,0.56
2861,6,3937,1057,381.24,0.04,32,67.6,5.01,0.36
360,4,3929,1057,570.5285,0.02,14,3.96,4.99,0.57
2856,15,3932,1057,1173.5,0,8,53.87,24.49,0.57
2887,1,3982,1057,4182.52,0,42,-785.36,35,NA
2896,14,3996,1057,1540.77,0.04,3,-1572.64,24.49,0.36
360,16,477,143,608.21,0.09,50,-175.13,4.59,0.82
481,9,647,176,50.35,0.05,13,-8.24,2.5,0.39
357,3,473,136,170.88,0.01,43,-149.09,5.44,0.36
457,4,613,136,4010.9375,0,24,630.7,8.99,0.6
439,8,586,136,551.18,0.09,14,-326.97,19.99,0.77
357,10,472,136,906.02,0.1,6,-382.38,66.27,0.65
439,1,587,136,18.73,0.05,1,-6.68,6.13,0.57
427,3,571,136,2046.81,0.02,29,469.28,19.99,0.4
457,4,612,136,3229.66,0.05,31,695.06,3,0.59
346,1,461,136,1634.98,0.09,12,-120.45,19.99,0.73
439,3,586,136,393.59,0.06,26,-8.08,8.4,0.39
2549,6,3489,948,270.56,0.09,43,-140.48,6.86,0.37
2549,6,3488,948,648.58,0.05,35,182.63,5.21,0.37
2368,5,3251,948,502.01,0.04,12,159.73,9.2,0.65
2411,11,3308,963,4276.096,0,24,-505.98,69,0.79
2410,6,3306,963,1685.05,0.1,31,518.07,13.88,0.36
2410,17,3305,963,9304.2,0.08,46,1981.17,14.7,0.59
2442,15,3350,963,261.17,0.03,7,-78.84,19.19,0.58
2406,15,3301,963,912.35,0.07,3,-379.22,69.55,0.6
2410,1,3307,963,57.48,0,3,-28.09,8.34,0.59
4071,4,5677,1395,2245.6915,0.05,42,369.08,8.99,0.55
4074,1,5680,1395,835.48,0.06,20,-58.13,16.36,0.55
1270,3,1755,465,9758.7,0.04,33,3793.7,19.99,0.4
1215,2,1678,465,517.93,0.06,46,-94.73,6.96,0.5
1252,6,1731,465,177.92,0,40,-167.92,6.72,0.4
1252,5,1730,465,119.63,0.03,22,-27.39,3.63,0.51
1230,3,1699,465,96.75,0.04,22,-72.91,5.41,0.35
1269,17,1754,465,6628.55,0.1,50,1081.65,17.85,0.56
3800,8,5269,1321,575.89,0.06,29,-14.04,4,0.68
3767,3,5226,1321,189.73,0.01,7,43.17,2.99,0.39
3800,6,5270,1321,260.6,0.05,43,-182.71,7.96,0.36
3763,13,5221,1321,513.5,0.02,19,82.96,5.37,0.56
3773,8,5237,1321,1936.45,0.1,46,307.17,4,0.64
3804,17,5276,1321,3361.84,0.08,34,1211.76,14,0.37
3773,11,5238,1321,3711.04,0.04,17,-773.78,69.64,0.77
3767,6,5227,1321,278.8,0.06,40,77.71,2,0.39
3789,8,5257,1321,89.93,0.03,14,-44.82,3.85,0.68
3804,6,5277,1321,195.82,0.07,29,-91.7,7.07,0.37
3759,5,5217,1321,201.06,0.08,25,-80.86,7.96,0.49
4667,1,6505,1613,128.52,0.1,2,-110.07,6.88,0.73
4674,5,6517,1613,85.96,0.08,4,-7.48,8.99,0.46
4665,3,6501,1613,125.41,0.08,29,-127.01,6.21,0.37
4674,3,6516,1613,346.2,0,44,-335.69,11.51,0.36
4666,8,6503,1613,378.84,0.05,12,-99.38,4,0.75
4665,4,6502,1613,2488.477,0.08,20,142.55,8.99,0.58
4667,15,6504,1613,200.38,0.02,1,-90.41,30,0.62
4829,10,6730,1613,2896.99,0.01,27,36.94,35.84,0.62
4665,1,6501,1613,3170.52,0.08,49,379.11,6.88,0.73
4667,11,6506,1613,6717.784,0,24,1903.1,40.19,0.62
4674,1,6518,1613,475.52,0.07,39,-70.43,6.27,0.57
1863,6,2557,656,803.04,0.08,15,282.32,6.79,0.37
2050,11,2801,772,3075.752,0.04,16,-572.69,59.24,0.61
2050,6,4155,1121,20.47,0.09,6,-0.74,1.09,0.39
2237,17,3039,867,13382.01,0.09,47,2852.94,26.53,0.56
4516,5,6286,1509,5583.27,0.04,41,1539.59,24.49,0.59
4403,17,6138,1509,2364.29,0.08,21,-220.05,56.14,0.4
4403,13,6139,1509,112.57,0.08,27,13.92,0.94,0.56
1417,15,1957,497,1298.81,0.04,50,-250.55,14.36,0.6
1316,5,1812,497,302.36,0.09,3,290.31,5.81,0.65
1632,8,2252,497,3922.96,0.04,38,863.57,19.99,0.5
2513,7,3442,953,81.76,0.06,25,8.53,1.35,0.4
2380,7,3268,953,3.96,0.1,3,-1.72,0.7,0.38
3912,8,7643,1823,269.14,0.1,8,-160.72,9.02,0.75
236,15,328,104,8387.1,0.1,41,2113.95,18.06,0.57
175,16,238,104,501.31,0.05,40,38.23,3.14,0.6
236,5,328,104,126.02,0.09,6,66.97,6.67,0.49
236,7,329,104,68.14,0,30,6.37,0.78,0.52
175,2,237,104,1601.24,0.08,37,520.69,5.1,0.46
236,3,327,104,615.58,0.04,31,168,5.23,0.37
2391,2,3280,958,580.46,0.03,12,108.96,3.99,0.56
3908,11,5423,1355,5441.06,0.06,19,-557.2,61.76,0.78
3900,6,5411,1355,287.22,0.06,44,-72.93,5.41,0.37
3909,13,5424,1355,70.45,0.1,40,-2.31,1,0.4
3900,12,5411,1355,211.4,0.09,18,91.63,0.5,0.38
3900,4,5412,1355,1148.0355,0.08,22,21.98,8.99,0.55
3900,8,5410,1355,257.66,0.05,41,-69.23,2.74,0.71
3912,6,5429,1355,245.82,0.08,40,86.44,1.34,0.36
4685,3,6538,1614,44.25,0.07,7,-14.36,5.41,0.35
4668,4,6507,1614,886.363,0.08,50,450.02,0.99,0.37
4828,5,6729,1614,69.26,0.07,38,-113.86,4.08,0.53
4668,3,6507,1614,59.08,0.1,22,-2.61,1.49,0.36
4745,13,6617,1614,71.22,0.04,18,20.43,0.7,0.44
4681,6,6530,1614,45.31,0.07,11,-10.64,2.97,0.35
4411,4,6148,1514,599.2075,0.1,8,-268.66,4.9,0.56
4411,1,6147,1514,3644.24,0,33,-457.73,35,0.82
4529,2,6304,1514,1337.19,0.06,4,-431.45,91.05,0.57
4575,6,6366,1514,231.65,0,37,-241.28,10.39,0.4
5497,3,7683,1827,163.54,0.03,36,-95.06,5.04,0.38
2851,11,7685,1827,4644.87,0.08,48,-1291.39,60,0.59
5497,8,7684,1827,2390.54,0.08,31,756.1,5.5,0.44
2863,15,3941,1055,184.46,0.05,1,-106.33,30,0.62
2920,15,4032,1055,1004.89,0,10,-189.02,42,0.66
2851,8,3924,1055,627.69,0,15,-12.02,4,0.7
2920,5,4033,1055,329.06,0.08,47,-175.15,7.98,0.42
2898,1,3999,1055,180.36,0.1,32,-111.8,4.69,0.68
2880,6,3973,1055,491.85,0.1,28,4.54,9.03,0.37
2880,8,3972,1055,278.66,0.05,10,-77.36,4,0.75
1355,13,1864,520,1968.47,0.04,47,327.9,8.99,0.59
1360,12,1872,520,102.06,0.1,18,36.23,0.5,0.39
1360,6,1872,520,101.82,0.08,15,-52.55,7.03,0.37
1606,8,2219,520,4483.92,0.07,31,174.61,6.5,0.74
1558,12,2153,520,2905.3,0,28,1704,0.49,0.36
3371,17,4673,1239,500.5,0.02,5,-153.31,28,0.38
3523,6,4876,1239,170.4,0.02,25,-153.75,10.05,0.37
3371,5,4672,1239,3531.75,0,38,572.26,20.79,0.59
4455,5,6207,1500,282.61,0.02,42,-106.36,5.22,0.6
4387,2,6117,1500,188.23,0.05,42,-145.1,5.15,0.59
4387,13,6117,1500,541.95,0.06,28,143.04,4.1,0.44
4698,6,6554,1626,31.36,0.1,9,-8.28,2.2,0.39
4782,13,6666,1626,913.99,0.08,43,-57.75,8.99,0.59
4753,12,6626,1626,106.2,0,21,48.76,0.5,0.36
4693,17,6549,1626,3668.28,0.09,2,-4858.67,13.99,0.38
4740,10,6612,1626,2277.67,0,15,-173.96,36.09,0.77
4456,4,6208,1529,808.673,0.06,11,-10.67,0.99,0.55
4518,10,6288,1529,5817.88,0.01,37,-567.14,66.27,0.65
3326,4,4616,1206,2601.7905,0.02,45,748.2,5.26,0.56
3290,15,4564,1206,997,0.09,4,-307.96,54.31,0.55
3375,2,4678,1206,85.36,0.09,8,-23.82,4.5,0.59
3240,6,4493,1206,1425.06,0.1,32,597.31,5.09,0.37
3420,3,4740,1206,876.59,0.05,46,233.6,5.23,0.37
3420,11,4741,1206,5000.87,0.04,41,-593.23,51.94,0.63
3420,3,4740,1206,16269.82,0.08,43,7050.33,19.99,0.38
4152,4,5787,1400,1434.086,0.1,16,-26.25,8.99,0.57
4164,1,5802,1400,6448.69,0,45,1663.35,19.99,0.56
4164,8,5801,1400,1396.58,0.03,38,600.72,1.99,0.43
4227,4,5900,1400,2784.8295,0.01,48,788.29,4.2,0.59
4199,1,5854,1400,3194.05,0.08,23,608.52,19.99,0.56
4219,6,5889,1400,170.46,0.1,34,-104.35,5.66,0.4
4170,3,5810,1400,5811.72,0.03,25,2431.6,15.01,0.38
4219,6,5888,1400,30.89,0.06,4,-19.55,7.64,0.36
4191,12,5842,1400,112.35,0.1,28,31.27,0.99,0.39
4206,5,5863,1400,580.96,0.08,45,-33.47,6.85,0.54
4176,8,5821,1400,4648.64,0.04,41,1777.67,1.99,0.49
4214,6,5877,1400,2494.92,0.08,45,816.72,14.3,0.37
4111,4,5727,1400,469.438,0.07,3,-888.16,8.99,0.6
4214,15,5876,1400,2161.36,0.02,7,-92.37,69.55,0.6
4229,9,5902,1400,592.54,0.07,38,282.11,1.39,0.38
5407,9,7550,1806,455.08,0.04,5,27.8,19.99,0.38
5396,11,7536,1806,2339.64,0.1,35,-1916.71,69,0.68
5365,6,7494,1806,30.95,0.1,4,-16.48,6.22,0.37
5365,4,7494,1806,1449.301,0.06,48,432.38,1.25,0.57
5363,6,7492,1806,1141.37,0.04,32,-0.14,19.99,0.38
637,8,870,222,939.77,0,42,9.72,4,0.77
653,15,893,222,10278.79,0.04,35,1512.07,64.73,0.56
653,3,892,222,83.02,0.08,22,9.24,1.49,0.38
3020,13,4187,1133,1408.34,0.06,41,176.63,8.99,0.56
3020,5,4186,1133,97.65,0.04,20,-90.07,6.92,0.49
637,17,4189,1133,2151.08,0.03,14,179.05,17.85,0.56
637,8,4188,1133,107.92,0.04,9,-57.65,6.5,0.64
2743,4,3762,994,2192.439,0.06,39,517.82,3.99,0.59
2737,5,3755,994,2259.66,0.03,47,554.77,10.25,0.57
2793,3,3841,994,197.49,0.08,32,-52.84,5.01,0.39
2580,5,3535,994,605.97,0.07,46,-22.72,6.85,0.54
2625,1,3592,994,4890.58,0.05,35,310.51,19.99,0.73
2702,5,3699,994,98.55,0.07,7,23.16,8.78,0.43
2702,8,3698,994,1196.2,0.03,37,-73.77,6.5,0.79
2737,9,3755,994,1400.91,0.09,49,-163.53,19.51,0.36
2793,2,3840,994,49.86,0.09,4,-21.77,4.98,0.58
2670,4,3656,994,4725.0905,0.01,47,1578.7,2.5,0.57
2783,2,3824,994,1614.84,0.02,26,-716.55,49,0.59
2670,7,3657,994,286.76,0.09,50,77.2,1.82,0.35
2674,6,3662,994,15.81,0.06,2,-9.88,6.07,0.36
1373,8,1891,530,971.82,0.07,22,326.39,1.99,0.44
1380,5,1901,530,158.78,0.04,24,-38.38,5.41,0.53
1543,6,2134,530,125.01,0.08,26,-56.35,4.7,0.38
1662,4,2295,530,833.9265,0.08,16,-39.22,3.99,0.59
1662,1,2295,530,479.84,0.02,34,5.71,5.5,0.57
1662,8,2296,530,736.17,0.01,21,232.99,1.99,0.43
1679,5,2323,530,562.91,0.1,46,-560.29,14.37,0.73
1679,2,2322,530,505.2,0.05,12,78.98,5.33,0.57
1380,4,1901,530,3296.062,0.06,46,591.91,10.78,0.58
1662,8,2296,530,182.64,0.08,6,-99.24,6.5,0.64
81,5,107,61,74.3,0.08,34,-129.01,5.33,0.43
168,1,227,61,18235.47,0.03,48,1166.93,99,0.65
304,5,409,61,5735.79,0.08,44,828.27,24.49,0.59
84,6,113,61,95.3,0,20,29.68,1.22,0.36
296,4,398,61,503.3275,0.06,5,-488.31,5.63,0.6
168,4,228,61,2631.107,0,16,297.11,13.99,0.57
84,15,112,61,5297.47,0.02,19,-158.93,50,0.77
14,4,19,13,2480.9205,0.01,18,313.58,8.99,0.58
32,2,42,13,89.55,0.06,9,-375.64,49,0.6
14,4,18,13,834.904,0.06,15,-11.68,5.26,0.59
496,6,668,184,223.59,0.04,34,-66.05,5.74,0.37
479,1,645,175,1132.54,0,22,-628.38,35,0.83
2908,4,4011,1062,3077.731,0.05,31,745.48,5.26,0.57
2910,11,4015,1062,15468.216,0.01,45,-969.05,42.52,0.71
2921,1,4034,1062,4387.24,0.09,47,-286.47,19.99,0.79
2876,6,3962,1062,155.78,0.04,44,-10,2.2,0.39
438,6,4035,1062,260.31,0.05,41,-175.26,7.91,0.37
451,13,604,158,136.42,0.09,24,-8.38,2.27,0.56
459,4,615,158,8223.07,0.06,49,2549.4,3.99,0.59
451,5,603,158,325.75,0.1,38,-124.25,8.54,0.43
438,9,585,158,101.34,0.06,18,26.11,1.39,0.38
608,16,832,215,136.41,0,18,-99.34,8.37,0.58
4210,17,5871,1414,22145.37,0.02,11,6138.48,13.99,0.38
4162,9,5799,1414,512.97,0.01,30,261.29,1.39,0.38
608,6,5760,1414,1312.65,0.07,42,488.31,5.76,0.4
3195,3,4431,1156,505.08,0.01,33,-56.91,10.13,0.38
3195,4,4431,1156,649.2385,0.1,4,-830.72,2.79,0.58
3168,9,4396,1156,1041.78,0.1,47,283.79,6.71,0.35
3123,8,4334,1156,646.07,0.06,22,237.75,1.99,0.4
3168,3,4395,1156,225.06,0.05,41,7.3,2.99,0.38
3175,3,4406,1156,283.8,0.04,33,47.52,2.99,0.39
3189,1,4424,1156,503.75,0,35,16.46,5.5,0.57
3119,6,4330,1156,283.65,0.02,38,-29.21,5.41,0.37
2838,3,3902,1047,193.63,0.05,47,-152.52,5.26,0.38
2838,6,3903,1047,64.29,0.01,9,-18.85,5.4,0.37
2901,11,4002,1047,5503.39,0.08,25,-528.65,69.64,0.77
3757,3,5214,1319,536.25,0.06,34,-166.75,13.18,0.37
3790,4,5258,1319,340.952,0.09,20,108.94,0.99,0.37
3772,4,5236,1319,6072.1875,0.09,37,1372.09,2.5,0.59
3757,6,5215,1319,5.73,0.01,1,-1.84,0.8,0.36
3778,3,5244,1319,267.58,0.03,17,-137.75,15.09,0.39
3786,6,5254,1319,49.76,0.05,11,-0.13,2.26,0.36
3779,15,5245,1319,555.68,0.01,2,-336.3,62.94,0.57
3786,2,5253,1319,196.22,0.05,13,-89.35,13.32,0.43
1031,9,1424,390,335.35,0.05,39,-134.97,8.29,0.38
1171,1,1616,448,150.33,0.08,15,-98.23,9.45,0.6
1031,6,1424,448,148.31,0.03,20,37.33,2.17,0.38
1170,5,1615,448,231.27,0.03,11,89.29,6.67,0.49
967,12,1337,339,64.46,0.01,13,25.16,0.5,0.36
946,3,1309,339,2019.65,0.05,5,289.88,19.99,0.35
955,6,1323,345,938.86,0.05,29,22.21,17.08,0.4
955,5,1323,345,191.55,0.08,26,7.17,3.68,0.52
889,6,1223,312,978.77,0.06,25,220.91,13.26,0.36
889,10,1222,312,709.04,0.1,3,-337.92,64.66,0.62
910,6,1254,324,2116.62,0.06,37,745.45,13.88,0.36
967,3,4026,1041,162.51,0.09,41,-148.4,5.34,0.38
967,15,4027,1041,561.43,0.07,3,-199.46,26.2,0.59
2922,4,4039,1041,700.366,0,4,-787.7,5.99,0.59
2922,3,4038,1041,121.74,0.01,8,21,2.99,0.39
2824,5,3886,1041,2239.52,0.04,24,330.5,18.13,0.56
2822,8,3884,1038,90.88,0.1,1,-259.63,7.18,0.4
2822,4,3884,1038,6236.4755,0.03,34,1928.66,3,0.58
2781,17,3821,1038,13671.94,0.01,33,5711.96,48.26,0.36
2939,1,4058,1038,3842.99,0.04,39,-67.68,19.99,0.79
2811,9,3870,1038,177.52,0.05,32,52.61,1.39,0.38
3608,8,4994,1261,587.88,0,16,135.37,1.99,0.43
3619,5,5011,1261,364.23,0.01,47,41.58,4,0.42
3566,6,4936,1261,114.01,0.08,17,6.99,3.1,0.36
3529,15,4889,1261,3841.72,0.03,15,691.13,43.32,0.55
3566,6,4937,1261,30.37,0.01,3,-1.74,5.49,0.38
3544,5,4907,1261,82.42,0.07,11,18.53,4,0.42
3529,3,4888,1261,2004.12,0.1,5,276.68,19.99,0.35
3594,6,4976,1261,178.44,0.03,19,50.13,2.15,0.4
3624,17,5018,1261,801.45,0.01,31,227.59,6.3,0.38
3568,13,4940,1261,595.4,0.03,49,-148.85,7.95,0.58
3566,5,4936,1261,1038.99,0,48,-180.45,14.87,0.57
3568,2,4939,1261,1351.76,0.03,13,107.31,18.93,0.58
3619,15,5010,1261,436.3,0.08,9,-50.31,14.19,0.56
834,16,1142,269,5.06,0.01,1,-2.64,1.92,0.84
871,6,1198,297,1669.88,0.02,29,548.92,14.3,0.37
2606,13,3567,1009,89.77,0.03,41,9.92,1,0.38
3835,9,5318,1343,310.44,0.03,33,-90.21,8.29,0.38
3835,15,5317,1343,3571.84,0.01,11,403.81,64.73,0.56
3842,16,5328,1343,156.82,0.03,27,-37.62,3.6,0.56
3187,2,4422,1168,309.17,0.09,42,-283.31,9.23,0.58
3178,1,4410,1168,261.85,0.03,14,-52.33,9.47,0.59
3163,1,4390,1168,540.33,0.04,43,-59.06,6.27,0.57
3187,1,4422,1168,412.86,0.07,29,-104.43,4.53,0.81
3139,11,4356,1168,2557.51,0.01,19,-168.48,51.94,0.63
3166,3,4393,1168,153.01,0.04,42,-218.53,6.83,0.38
3065,4,4257,1168,1745.118,0.03,21,307.25,4.9,0.56
3178,6,4409,1168,320.93,0.05,46,-66.48,5.66,0.37
3065,10,4360,1168,4371.92,0.03,28,-533.44,66.27,0.65
3177,11,4408,1168,1600.85,0.07,10,-193.97,60,0.55
3139,3,4354,1168,174.9,0.06,44,-150.9,5.47,0.37
3173,8,4404,1168,2188.06,0.1,46,33.77,19.99,0.45
3061,4,4252,1168,5610.612,0.01,49,2040.87,2.5,0.58
3139,5,4355,1168,103.8,0.1,48,-150.53,4.57,0.41
3065,8,4257,1150,1207.4,0.03,44,-25.23,5.89,0.75
3063,8,4254,1150,528.54,0.06,33,168.54,1.99,0.42
3061,5,4252,1150,426.64,0.09,37,96.95,2.85,0.55
3065,2,4256,1150,290.46,0.1,25,-31.55,4.98,0.58
2679,13,3668,996,13.04,0.06,1,-6.62,2.89,0.6
2814,1,3874,996,1613.84,0.09,47,226.76,8.22,0.57
2584,4,3539,996,755.6075,0.05,26,149.17,1.1,0.55
2823,6,3885,996,1256.29,0.04,23,517.03,6.79,0.37
2609,2,3570,996,3725.53,0,46,748.67,19.95,0.54
2708,5,3708,1007,512.78,0.08,43,16.14,6.02,0.43
2812,11,3872,1007,19845.696,0.01,42,-1331.55,64.59,0.66
2712,6,3715,1007,365.64,0.03,19,22.77,9.03,0.37
2776,1,3812,1007,358.78,0.1,25,-76.9,7.69,0.57
2792,4,3839,1007,1824.848,0,30,364.23,8.8,0.58
2788,4,3832,1007,4769.0695,0.03,26,1138.58,5.99,0.59
2812,15,3871,1007,17560.95,0.09,36,4801.82,26,0.6
2662,11,3647,1007,6170.912,0.04,35,-528.65,69.64,0.77
2601,1,3561,1007,17874.26,0,41,6247.95,19.99,0.58
2769,4,3801,1007,1875.4145,0.05,50,507.33,2.5,0.56
2712,8,3714,1007,561.92,0.1,22,57.82,1.99,0.51
2662,6,3646,1007,90.93,0.02,17,14.19,2.04,0.36
2776,6,3811,1007,520.68,0.09,24,-143.66,16.87,0.39
4979,10,6949,1700,769.17,0,12,-212.01,36.61,0.61
5005,5,6984,1700,215.24,0.04,3,49.76,52.2,0.72
4982,4,6954,1700,2939.6825,0.02,38,192.06,0.99,0.85
5123,9,7159,1700,634.38,0.09,43,272.4,1.39,0.4
5132,3,7171,1700,18.97,0.05,3,-7.79,2.99,0.38
4979,14,6950,1700,7370.84,0.09,18,999.87,49,0.38
4982,8,6953,1700,3413.69,0.06,47,175.24,14.52,0.65
5123,6,7161,1700,50.47,0.08,7,-31.7,7.49,0.37
5132,1,7171,1700,744.64,0,47,31.93,5.41,0.59
4989,9,6965,1700,2048.78,0.05,24,994.68,5.01,0.38
5005,4,6985,1700,654.874,0.1,12,-82.06,3.99,0.59
5123,17,7160,1700,5196.19,0.1,39,2052.13,13.99,0.37
730,15,995,253,12979.1,0.03,49,2820.44,54.31,0.55
2574,6,3528,937,235.98,0.02,7,-32.28,17.08,0.4
2572,13,3524,937,62.88,0.09,3,-25.96,2.87,0.55
2358,3,3239,937,10.14,0.04,1,-7.61,5.24,0.39
2345,4,3219,937,7308.283,0.05,43,1680.23,8.99,0.6
2345,2,3218,937,1184.45,0.02,19,-552.1,49,0.59
2572,14,3523,937,14300.26,0.01,27,6279.18,24.49,0.36
2345,3,3218,937,25409.63,0.02,20,11535.28,19.99,0.35
2358,3,3239,937,149.25,0.08,10,-26.81,8.4,0.39
3886,1,5388,1329,138.88,0.05,12,-23.99,5.03,0.59
3807,5,5280,1329,1186.06,0.09,42,511.69,3.92,0.44
3881,11,5378,1329,6865.19,0.09,20,1541.68,60,NA
3817,8,5293,1329,92.14,0.01,11,-40.25,2.83,0.77
3886,15,5386,1329,8213.37,0.02,27,1148.88,69.55,0.6
3829,3,5309,1329,31.95,0.1,3,-23.69,8.94,0.4
3823,1,5301,1329,303.69,0.05,20,-50.84,7.69,0.57
